image_id,source,prompt,evaluation_seed
000000289618,coco-30k,a pack of dogs walking down a snow covered yard.,1643
000000171546,coco-30k,Blonde haired boy doing a jump while riding a skate board.,93452
000000118607,coco-30k,A wooden table topped with four white bowls.,32963
000000279256,coco-30k,A woman is riding a horse at a competition.,5753
000000418625,coco-30k,Two zebra laying on a ground next to each other.,66709
000000187795,coco-30k,A sign picture of a baseball player holding a bat.,23250
000000516732,coco-30k,Two zebra standing on a tall dry grass field.,5668
000000077050,coco-30k,A man holding a plate standing inside of a kitchen.,45198
000000199553,coco-30k,A man smiling on skis in the snow.,61380
000000293810,coco-30k,The meal consists of meat with brocolli on the side.,15542
000000032464,coco-30k,a man on a skate board is at a park,14311
000000146448,coco-30k,A young child is holding a blue skateboard.,77508
000000062151,coco-30k,Horses stand and drink from pond water near the road.,87600
000000202178,coco-30k,"Lines of fruits, vegetables, and grains on a white surface.",56714
000000205332,coco-30k,A man in a cat holding a green frisbee.  ,98426
000000549427,coco-30k,A young man in glasses is eating a carrot.,67312
000000380414,coco-30k,An old photo of a boy and girl skateboarding in a parking lot.,12265
000000384465,coco-30k,Two horses standing near a tree in a large field.,69020
000000200234,coco-30k,A child with a purple frisbee near large rocks.,49493
000000117352,coco-30k,A beautiful woman and a man standing in front of a pile of berries.,55605
000000317448,coco-30k,A man flying through the air while riding a skateboard.,46244
000000319423,coco-30k,A person squatted on skis in the snow.,72910
000000063958,coco-30k,A young zebra is sniffing the ground in a dusty area.,13068
000000088899,coco-30k,Black and white photo of a boy with a dog.,98957
000000213547,coco-30k,A woman holding a small cake with lit candles.,34485
000000222781,coco-30k,A group of young women playing a game of frisbee.,70267
000000277710,coco-30k,A person on skis going down a mountain slope.,57642
000000358869,coco-30k,A group of horses standing around in a line.,73676
000000204288,coco-30k,A table topped with small and large metal bowls filled with veggies.,89982
000000470885,coco-30k,A boat is moored next to two men who are holding the reins of two people.,20887
000000141219,coco-30k,Zebras eat from a trough set up in their zoo enclosure,78684
000000280810,coco-30k,A red and white plate topped with a pot pie and broccoli.,95169
000000579900,coco-30k,A small loaded pizza on a yellow plate,84934
000000083142,coco-30k,Zebras crossing a bitumen road in the savannah,99057
000000499845,coco-30k,Two men on skis going down a mountain slope.,68427
000000215062,coco-30k,Two white plates topped with food on a wooden table.,44469
000000031106,coco-30k,A man wearing a blue tank top holds out his arm toward a hovering Frisbee on a beach near a lake.,49918
000000506449,coco-30k,A BOY IS ON A SKATE BOARD IN THE COURT,64573
000000442040,coco-30k,Several people stand near a ski lift as skiers dot the snow in the distance.,51728
000000226197,coco-30k,A man riding a skateboard off the side of a cement ramp.,61567
000000546854,coco-30k,a pitcher of orange juice with orange slices in it ,10175
000000053744,coco-30k,"a cutting board with a knife, tomato, and lettce on it ",59304
000000088120,coco-30k,A PERSON IS SKIING ON THE SNOW BANKS ,3787
000000476215,coco-30k,A man standing behind two brown horses on a dirt field.,95449
000000316000,coco-30k,A large horse stands outside of a barn and a silo.,17442
000000104612,coco-30k,A plate is filled with broccoli and noodles.,4738
000000118921,coco-30k,A woman riding skis down a snow covered slope.,64902
000000421072,coco-30k,A dog holding a red ball in it's mouth next to a brown and white dog.,57035
000000112378,coco-30k,A wooden table topped with a bunch of green bananas.,35278
000000083494,coco-30k,"A plate topped with steaks, broccoli and carrots.",14175
000000405365,coco-30k,A person in a ski gear standing on a snowy mountain.,54065
000000093639,coco-30k,a group of zebra stand in a grass field,49339
000000456015,coco-30k,People are riding horses down a beach next to the water.,89836
000000028039,coco-30k,A herd of zebra standing next to each other drinking from a river.,63480
000000424039,coco-30k,Two zebra standing next to each other on a dry grass field.,2017
000000516244,coco-30k,A variety of healthy fruits placed on a table.,14559
000000241525,coco-30k,A white square plate topped with meat and veggies.,2658
000000332663,coco-30k,A field with animals grazing on top of a grass covered field.,34085
000000094563,coco-30k,"A table topped with apples, oranges and pears.",28719
000000075479,coco-30k,A herd of zebras grouped together on a dusty plain.,84847
000000061584,coco-30k,a couple is sitting on a statue of a horse and some plants,17053
000000408773,coco-30k,A man in a plaid shirt riding a skateboard.,68846
000000315564,coco-30k,A man on a bike with a skateboard in the street.,15572
000000243861,coco-30k,A man riding across a snow covered slope.,60106
000000371841,coco-30k,"A white bowl with shrimp, broccoli and rice.",74528
000000407443,coco-30k,The skateboarder has his hands in the air.,50166
000000323231,coco-30k,A pair of ski emergency responders transporting an injured skier.,16903
000000122766,coco-30k,A little kid riding a green skateboard with yellow wheels.,78293
000000337827,coco-30k,A farmers marked filled with rip and unripe bananas.,57908
000000294537,coco-30k,A skier stands posing while two others are skiing towards him.,51542
000000516316,coco-30k,An antilope is eating grass in between two zebra.,27990
000000129632,coco-30k,A close up of a zebra grazing in the leaves. ,1224
000000472821,coco-30k,Two zebras grazing in the grass under the trees.,54532
000000534275,coco-30k,a person riding a small horse with a bus in the background,44016
000000163951,coco-30k,"An assortment of items including a miniature boom box, chair, banana and flashlight.",78621
000000538858,coco-30k,A baseball player pitching a ball on a field.,99767
000000020349,coco-30k,A pile of broccoli sitting on display in a grocery store.,47600
000000307034,coco-30k,A baby feeding cake to a man with a fork.,21033
000000432962,coco-30k,A small white dog hanging out of a car door window.,38451
000000444273,coco-30k,Two zebra standing next to each other on a lush green hillside.,65392
000000309510,coco-30k,A man riding skis down the side of a snow covered mountain.,10277
000000332067,coco-30k,A man leans down and fixes his snow shoes.,60531
000000141671,coco-30k,Horses are racing next to motorcycles on a dirt track.,80924
000000414008,coco-30k,A brown and white dog runs on some brown grass near a Frisbee that is just sailing above the ground.,3658
000000503595,coco-30k,A piece of meat on a plate next to broccoli.,19963
000000139072,coco-30k,On a baseball field a player wearing white and a player with a black shirt and white pants are near each other.,81076
000000340843,coco-30k,Two baseball players are trying to catch a ball.,7660
000000309232,coco-30k,A brown horse with the word Autism written on the side of it.,96893
000000235564,coco-30k,A white plate topped with food next to a fork and drink.,79054
000000353299,coco-30k,Two horses standing on a lush green field.,34880
000000331339,coco-30k,"A plate topped with waffles, bacon and banana slices.",76278
000000292415,coco-30k,A person on a skateboard on a skate ramp.,53955
000000523560,coco-30k,"A plate topped with meat, vegetables and beans.",15842
000000075990,coco-30k,A man riding a brown horse down a city street.,37252
000000572620,coco-30k,A man riding a skateboard on top of a ramp.,1824
000000447194,coco-30k,A zebra standing on a dirty field next to a forest.,83674
000000287667,coco-30k,a wooden cutting board a knife some carrots and onions,87420
000000385438,coco-30k,a man playing a game of frisbee in a lush green park.,69408
000000390086,coco-30k,A white plate topped with vegetables and meat.,18539
000000527504,coco-30k,THERE ARE HORSES STANDING ON THE GRASS HILL SIDE,73201
000000084825,coco-30k,A person in white and red jacket jumping in air on skis.,83835
000000392365,coco-30k,A team of baseball players stand in a field and visit and wait.,54571
000000471226,coco-30k,A pile of broccoli is being displayed on a plate.,48787
000000267933,coco-30k,Group of white horses walking next to a river.,92154
000000431370,coco-30k,A closeup of vegetables that include broccoli and onion.,33914
000000324082,coco-30k,Two police officers on horses in front of a building.,85861
000000058614,coco-30k,Some people are standing on a crowd crowded sidewalk,65236
000000465835,coco-30k,A heard of five zebras in the plains.,94805
000000238537,coco-30k,Two people posing with skis and a snowboard on a mountain.,48871
000000296303,coco-30k,A grasshopper in a cage eating a slice of carrot.,32458
000000194704,coco-30k,Girl in black jacket holding up skis in front of a lodge.,60385
000000557396,coco-30k,Man in blue hat and black shirt grinding on a skateboard.,50244
000000135785,coco-30k,a kid performs a trick on a skate board ,65248
000000250703,coco-30k,A brown horse standing in a field next to a fence and a house.,42192
000000249532,coco-30k,a man pets a horse as others look on,80216
000000216761,coco-30k,"A man in plaid shorts skateboards in a rink by palm trees,",27408
000000298251,coco-30k,Several zebras stand in a field and graze.,23585
000000290113,coco-30k,a person riding skis on a snowy surface,68179
000000320974,coco-30k,A dog in the grass next to a water dish.,77530
000000091474,coco-30k,Two zebras walking together with trees in the background.,28993
000000421902,coco-30k,A group of girls sitting with a white and grey dog.,55760
000000156685,coco-30k,A fresh produce market on a river as a man talks to the woman.,38678
